Producto_ID,NombreProducto,product_shortname,cluster
31669,Sandwich Doble Fibra PPlus 97g MTA LON 31669,Sandwich Doble Fibra PPlus 97g,1
31670,Sandwich Integral PPlus 112g MTA LON 31670,Sandwich Integral PPlus 112g,1
31684,Big Muffin Chocolate 120g DH 31684,Big Muffin Chocolate 120g,13
31686,Big Muffin Vanilla con Arandano 130g DH 31686,Big Muffin Vanilla con Arandano 130g,18
31687,Big Muffin Choc con Chispas Choc 130g DH 31687,Big Muffin Choc con Chispas Choc 130g,2
31688,Big Muffin Vainilla Chispas Choc 130g DH 31688,Big Muffin Vainilla Chispas Choc 130g,11
31689,Big Muffin Vainilla 120g DH 31689,Big Muffin Vainilla 120g,18
31690,Tostado Integral 250g CU BIM 31690,Tostado Integral 250g,4
31695,Principe KC 392g CU MLA 31695,Principe KC 392g,12
31699,Barra Doble Fibra 1p 48g BIM 31699,Barra Doble Fibra 1p 48g,1
31710,Bagels Regular 567g CU THO 31710,Bagels Regular 567g,16
31711,English Muffins Natural 340g CU THO 31711,English Muffins Natural 340g,20
31716,Duo Marias 170g CU LAR 31716,Duo Marias 170g,29
31717,Bigotes Chocolate 60g TR 31717,Bigotes Chocolate 60g,13
31718,Rielito 65g TR 31718,Rielito 65g,5
31719,Mantecadas 2p 105g TR 31719,Mantecadas 2p 105g,14
31720,Mantecadas Chocolate 2p 95g TR 31720,Mantecadas Chocolate 2p 95g,13
31730,Rebanadas 220g ME MTA BIM 31730,Rebanadas 220g,14
31744,Barra Doble Fibra 1p 48g SP BIM 31744,Barra Doble Fibra 1p 48g,1
31763,Bollos Jumbo 6p 480g MTA SUN 31763,Bollos Jumbo 6p 480g,17
31766,Plativolos Tubo 18p 144g SP TAB MLA 31766,Plativolos Tubo 18p 144g,6
31767,Principe Tubo 14p 152g SP TAB MLA 31767,Principe Tubo 14p 152g,12
31768,Canelitas Tubo 33p 180g SP TAB MLA 31768,Canelitas Tubo 33p 180g,6
31769,Polvorones Tubo 18p 250g SP TAB MLA 31769,Polvorones Tubo 18p 250g,6
31770,Triki Trakes Tubo 20p 174g SP TAB MLA 31770,Triki Trakes Tubo 20p 174g,7
31771,Tortillas de Maiz 800g MTA MR 31771,Tortillas de Maiz 800g,8
31775,Bran Frut Mix Fresa Pina 320g MTB BIM 31775,Bran Frut Mix Fresa Pina 320g,3
31778,Tortillas de Maiz 800g Prom MR 31778,Tortillas de Maiz 800g,8
31779,Suavicremas Chocolate 158g SP MTA MLA 31779,Suavicremas Chocolate 158g,13
31780,Suavicremas Vainilla 158g SP MLA 31780,Suavicremas Vainilla 158g,11
31781,Suavicremas Vainilla 158g SP TAB MLA 31781,Suavicremas Vainilla 158g,11
31782,Suavicremas Fresa 158g SP MLA 31782,Suavicremas Fresa 158g,10
31783,Suavicremas Fresa 158g SP TAB MLA 31783,Suavicremas Fresa 158g,10
31784,Suavicremas Chocolate 158g SP TAB MLA 31784,Suavicremas Chocolate 158g,13
31799,Sandwichera Epix Futbol 72g BIM 31799,Sandwichera Epix Futbol 72g,22
31803,Duo Marias 170g Sp CU LAR 31803,Duo Marias 170g,29
31804,Duo Marias 170g MTA LAR 31804,Duo Marias 170g,29
31827,Deliciosas Chochitos 160g LAR 31827,Deliciosas Chochitos 160g,11
31828,Deliciosas Chochitos 160g CU LAR 31828,Deliciosas Chochitos 160g,11
31829,Deliciosas Chochitos 160g MTB LAR 31829,Deliciosas Chochitos 160g,11
31847,Tortillas de Harina 18p 630g DH 31847,Tortillas de Harina 18p 630g,8
31861,Spirrones 25g CU BAR 31861,Spirrones 25g,21
31868,Bran Frut Energy 55g BIM 31868,Bran Frut Energy 55g,3
31880,Bimbollos Parrilleros 12p 1170g BIM 31880,Bimbollos Parrilleros 12p 1170g,27
31905,Galleta Integ Amaranto Naranja 30g DIF 31905,Galleta Integ Amaranto Naranja 30g,30
31946,Pack 100 Calorias 528g GBI 31946,Pack 100 Calorias 528g,19
31964,Mini Gansito 5p 150g ME MTA MLA 31964,Mini Gansito 5p 150g,19
31971,Barri Frut Fresa 37g CU BIM 31971,Barri Frut Fresa 37g,10
31974,Chicks Energy Gum 12p 8 4g Dpy CHK 31974,Chicks Energy Gum 12p 8 4g,27
31977,Tost Maiz Clasic mas Salmas 308g CJM SAN 31977,Tost Maiz Clasic mas Salmas 308g,4
31997,Panque Chocolate 255g SP MTA BIM 31997,Panque Chocolate 255g,13
32015,Salmas 18g CJM SAN 32015,Salmas 18g,17
32026,Tostada Clasica 216g CU SAN 32026,Tostada Clasica 216g,4
32027,Tostada Clasica 240g CU SAN 32027,Tostada Clasica 240g,4
32035,Salmas Maiz Horn 108g CU SAN 32035,Salmas Maiz Horn 108g,17
32037,Nachos 250g CU SAN 32037,Nachos 250g,6
32045,Duo NutriAve con Mul Nuez 66g SP BIM 32045,Duo NutriAve con Mul Nuez 66g,25
32046,Duo NutriAve con Mul Nuez 66g SP MTA BIM 32046,Duo NutriAve con Mul Nuez 66g,25
32053,Tostado 270g Prom CU BIM 32053,Tostado 270g,4
32078,Salmas y Picadita Corta 208g CJM SAN 32078,Salmas y Picadita Corta 208g,17
32092,Bimbollos Extra 6p 480g Prom BIM 32092,Bimbollos Extra 6p 480g,9
32132,Salmas Maiz Horn 108g CJM SAN 32132,Salmas Maiz Horn 108g,17
32134,Mantecadas Nuez 6p 184g Det Prom TAB BIM 32134,Mantecadas Nuez 6p 184g,14
32141,Mantecadas Vainilla 375g Cj MTB BIM 32141,Mantecadas Vainilla 375g,14
32142,Donas Azucar 420g Cj MTB BIM 32142,Donas Azucar 420g,25
32143,Donitas Espolvoreadas 525g Cj MTB BIM 32143,Donitas Espolvoreadas 525g,25
32144,Nito 620g Cj MTB BIM 32144,Nito 620g,19
32168,Triki Chispas 6p 60g Cj MLA 32168,Triki Chispas 6p 60g,7
32173,Raztachoc 6p 30g SP Tira BIM 32173,Raztachoc 6p 30g,26
32204,Churritos Chile y Limon 60g AV BAR 32204,Churritos Chile y Limon 60g,13
32207,Marias 170g CU LAR 32207,Marias 170g,29
32220,Sandwich Blanco Jamon 90g Prom LON 32220,Sandwich Blanco Jamon 90g,16
32221,Sandwich Integral 112g Prom LON 32221,Sandwich Integral 112g,1
32222,Cuernito Jamon y Queso 80g Prom LON 32222,Cuernito Jamon y Queso 80g,2
32223,Sandwich Doble Fibra 97g LON 32223,Sandwich Doble Fibra 97g,1
32224,Sand Bco Jamon sn Chile 86g Prom LON 32224,Sand Bco Jamon sn Chile 86g,15
32263,Tostada Ondulada Tubo 18p 216g MR 32263,Tostada Ondulada Tubo 18p 216g,4
32274,Duo Pan Doble Fibra MM 1134g BIM 32274,Duo Pan Doble Fibra MM 1134g,1
32275,Duo Pan Doble Fibra MM 1134g MTA BIM 32275,Duo Pan Doble Fibra MM 1134g,1
32277,Duo Pan Integral MM 960g BIM 32277,Duo Pan Integral MM 960g,1
32278,Duo Pan Integral MM 960g MTA BIM 32278,Duo Pan Integral MM 960g,1
32279,Duo Pan Integral MM 960g TAB BIM 32279,Duo Pan Integral MM 960g,1
32280,Duo Pan Multigrano MM 1134g BIM 32280,Duo Pan Multigrano MM 1134g,1
32281,Duo Pan Multigrano MM 1134g MTA BIM 32281,Duo Pan Multigrano MM 1134g,1
32282,Duo Pan Multigrano MM 1134g TAB BIM 32282,Duo Pan Multigrano MM 1134g,1
32283,Duo Pan Multigrano Lin MM 1134g BIM 32283,Duo Pan Multigrano Lin MM 1134g,1
32284,Duo Pan Multigrano Lin MM 1134g MTA BIM 32284,Duo Pan Multigrano Lin MM 1134g,1
32285,Duo Pan Multigrano Lin MM 1134g TAB BIM 32285,Duo Pan Multigrano Lin MM 1134g,1
32286,Duo Pan Blanco MM 920g BIM 32286,Duo Pan Blanco MM 920g,16
32287,Duo Pan Blanco MM 920g MTA BIM 32287,Duo Pan Blanco MM 920g,16
32288,Duo Pan Blanco MM 920g TAB BIM 32288,Duo Pan Blanco MM 920g,16
32289,Duo Pan Silueta con FibraMM 908g BIM 32289,Duo Pan Silueta con FibraMM 908g,1
32290,Duo Pan Silueta con FibraMM 908g MTA BIM 32290,Duo Pan Silueta con FibraMM 908g,1
32294,Duo Pan Bco Silueta MM 1000g BIM 32294,Duo Pan Bco Silueta MM 1000g,1
32295,Duo Pan Bco Silueta MM 1000g MTA BIM 32295,Duo Pan Bco Silueta MM 1000g,1
32297,Decanelas 5 Obleas 83g LAR 32297,Decanelas 5 Obleas 83g,26
32298,Decanelas 5 Obleas 83g MTB LAR 32298,Decanelas 5 Obleas 83g,26
32301,Bimbunuelos con Canela 2p 33g MTA BIM 32301,Bimbunuelos con Canela 2p 33g,18
32302,Chocotorro Fresa 1p 50g MTB MLA 32302,Chocotorro Fresa 1p 50g,10
32303,Bigotes Chocolate 60g MTA TR 32303,Bigotes Chocolate 60g,13
32304,Bigotes Chocolate 60g TAB TR 32304,Bigotes Chocolate 60g,13
32305,Orejas 70g MTB TR 32305,Orejas 70g,24
32311,Tortilla Hna Mty 15p 320g MTA DH 32311,Tortilla Hna Mty 15p 320g,8
32322,Tortilla Hna RB 10p 260g Prom DH 32322,Tortilla Hna RB 10p 260g,8
32323,Tortilla Harina Trigo 5p 280g RC MTA DH 32323,Tortilla Harina Trigo 5p 280g,8
32334,Tost Maiz Nopal sn Grasa 216g CJM SAN 32334,Tost Maiz Nopal sn Grasa 216g,4
32335,Tost Maiz Nopal sn Grasa 240g CJM SAN 32335,Tost Maiz Nopal sn Grasa 240g,4
32336,Salmas 36p 612g CUB SAN 32336,Salmas 36p 612g,17
32341,Rosquilla Nuez sin Glass 48g Tira CU TR 32341,Rosquilla Nuez sin Glass 48g,14
32353,Tortillas de Harina SP 18p 630g MTA DH 32353,Tortillas de Harina SP 18p 630g,8
32360,Canelitas Tubo 33p 180g MLA 32360,Canelitas Tubo 33p 180g,6
32361,Canelitas Tubo 33p 180g MTB MLA 32361,Canelitas Tubo 33p 180g,6
32363,Duo Plativolos 148g MLA 32363,Duo Plativolos 148g,25
32364,Duo Plativolos 148g MTA MLA 32364,Duo Plativolos 148g,25
32366,Lors Tubo 18p 148g MLA 32366,Lors Tubo 18p 148g,6
32367,Lors Tubo 18p 148g MTB MLA 32367,Lors Tubo 18p 148g,6
32369,Plativolos Tubo 18p 144g MLA 32369,Plativolos Tubo 18p 144g,6
32370,Plativolos Tubo 18p 144g MTB MLA 32370,Plativolos Tubo 18p 144g,6
32371,Plativolos Tubo 18p 144g TAB MLA 32371,Plativolos Tubo 18p 144g,6
32372,Polvorones Tubo 18p 250g MLA 32372,Polvorones Tubo 18p 250g,6
32373,Polvorones Tubo 18p 250g MTB MLA 32373,Polvorones Tubo 18p 250g,6
32375,Principe Tubo 14p 152g MLA 32375,Principe Tubo 14p 152g,12
32376,Principe Tubo 14p 152g MTB MLA 32376,Principe Tubo 14p 152g,12
32378,Triki Trakes Tubo 20p 174g MLA 32378,Triki Trakes Tubo 20p 174g,7
32379,Triki Trakes Tubo 20p 174g MTB MLA 32379,Triki Trakes Tubo 20p 174g,7
32382,Triki Trake Choc Tubo 20p 174g MTB MLA 32382,Triki Trake Choc Tubo 20p 174g,7
32393,Rebanada 2p 55g SP BIM 32393,Rebanada 2p 55g,14
32394,Rebanada 2p 55g SP MTA BIM 32394,Rebanada 2p 55g,14
32395,Rebanada 2p 55g SP TAB BIM 32395,Rebanada 2p 55g,14
32408,Tortilla Hna Hermosi 15p 410g SP DH 32408,Tortilla Hna Hermosi 15p 410g,8
32409,Tortilla Hna Hermosi 15p 410g SP MTB DH 32409,Tortilla Hna Hermosi 15p 410g,8
32410,Pan Muerto 340g Prom TR 32410,Pan Muerto 340g,1
32420,Tortilla Hna RB 10p 260g SP DH 32420,Tortilla Hna RB 10p 260g,8
32421,Tortilla Hna RB 10p 260g SP MTA DH 32421,Tortilla Hna RB 10p 260g,8
32426,Tostachos Monchis 75g Tira BAR 32426,Tostachos Monchis 75g,24
32428,Tartinas Fresa 12p 156g MTB TR 32428,Tartinas Fresa 12p 156g,10
32433,Duo Suavicremas Chocolate 120g MLA 32433,Duo Suavicremas Chocolate 120g,13
32434,Duo Suavicremas Chocolate 120g MTA MLA 32434,Duo Suavicremas Chocolate 120g,13
32436,Salmas 24g CJM SAN 32436,Salmas 24g,17
32441,Tripack Tostada Clasica 720g CUB SAN 32441,Tripack Tostada Clasica 720g,4
32465,Tostada Clasica 240g Cj CJM SAN 32465,Tostada Clasica 240g,4
32472,Tostada Picadita Grande 240g Cj CJM SAN 32472,Tostada Picadita Grande 240g,4
32480,Combo Clasica 2p 200g CJM SAN 32480,Combo Clasica 2p 200g,22
32491,Sand Bco Jamon sn Chile 86g MTA LON 32491,Sand Bco Jamon sn Chile 86g,15
32492,Sandwich Doble Fibra 97g MTA LON 32492,Sandwich Doble Fibra 97g,1
32514,Mis Canelitas 2p 20g MLA 32514,Mis Canelitas 2p 20g,26
32518,Polvorones Escolar 1p 19g MTA MLA 32518,Polvorones Escolar 1p 19g,5
32535,Galleta Gansito 3p 62g Tira MLA 32535,Galleta Gansito 3p 62g,19
32536,Galleta Gansito 3p 62g Tira MTA MLA 32536,Galleta Gansito 3p 62g,19
32538,Mi Barrita Fresa 26 5g MLA 32538,Mi Barrita Fresa 26 5g,10
32541,Mi Barrita Pina 26 5g MLA 32541,Mi Barrita Pina 26 5g,24
32542,Mi Barrita Pina 26 5g MTA MLA 32542,Mi Barrita Pina 26 5g,24
32544,Lata Butter Temporada 150g GBI 32544,Lata Butter Temporada 150g,22
32546,Mini Rocko 4p 52g Cj MTA MLA 32546,Mini Rocko 4p 52g,23
32552,Canapinas 10p 30g LAR 32552,Canapinas 10p 30g,15
32554,Marias 170g DIF LAR 32554,Marias 170g,29
32556,Mi Bran Frut Fresa 32g BIM 32556,Mi Bran Frut Fresa 32g,3
32557,Mi Bran Frut Fresa 32g MTA BIM 32557,Mi Bran Frut Fresa 32g,3
32558,Mi Bran Frut Fresa 32g CU BIM 32558,Mi Bran Frut Fresa 32g,3
32575,Lors 8p 74g MTB MLA 32575,Lors 8p 74g,6
32578,Plativolos 8p 64g MTB MLA 32578,Plativolos 8p 64g,6
32589,Saladas 175g LAR 32589,Saladas 175g,13
32590,Saladas 175g CU LAR 32590,Saladas 175g,13
32591,Saladas 175g MTA LAR 32591,Saladas 175g,13
32594,Lata Corazon Besos Nuez Rosas 330g GBI 32594,Lata Corazon Besos Nuez Rosas 330g,22
32635,Star Gum Mango 8p 8g SKD 32635,Star Gum Mango 8p 8g,26
32637,Super Bollos Grill 6p 480g MTA WON 32637,Super Bollos Grill 6p 480g,17
32639,Tubo Galleta Gansito 8p 215g MLA 32639,Tubo Galleta Gansito 8p 215g,30
32640,Tubo Galleta Gansito 8p 215g MTB MLA 32640,Tubo Galleta Gansito 8p 215g,30
32641,Tubo Galleta Gansito 8p 215g TAB MLA 32641,Tubo Galleta Gansito 8p 215g,30
32642,Galleta Gansito KC 8p 496g MLA 32642,Galleta Gansito KC 8p 496g,30
32668,Thins GranosSelecTrigosDor 680g MTA BIM 32668,Thins GranosSelecTrigosDor 680g,1
32669,Lata Surtido Danesa Corazones 300g GBI 32669,Lata Surtido Danesa Corazones 300g,22
32685,Pan Blanco Pullman 680g MTA BIM 32685,Pan Blanco Pullman 680g,16
32719,Mini Milk Chispa Cho Sn Valentn 170g GBI 32719,Mini Milk Chispa Cho Sn Valentn 170g,23
32749,Tortilla Hna Hermosi 15p 410g MTA DH 32749,Tortilla Hna Hermosi 15p 410g,8
32798,Galleta Gansito 62g SP MLA 32798,Galleta Gansito 62g,19
32799,Galleta Gansito 62g SP MTA MLA 32799,Galleta Gansito 62g,19
32802,Tortillas de Maiz 800g MR 32802,Tortillas de Maiz 800g,8
32804,Thins Granos Enteros 340g MTA BIM 32804,Thins Granos Enteros 340g,20
32815,Saladas 175g SP CU LAR 32815,Saladas 175g,13
32816,Saladas 175g SP MTA LAR 32816,Saladas 175g,13
32817,Tiras para Sopa 300g MTA MR 32817,Tiras para Sopa 300g,23
32819,Chocodonitas 6p 102g BIM 32819,Chocodonitas 6p 102g,29
32820,Chocodonitas 6p 102g MTB BIM 32820,Chocodonitas 6p 102g,29
32830,Pan Molido 240g 20pct mas BIM 32830,Pan Molido 240g 20pct,1
32838,Tortilla Granos Enteros 10p 275g MTA TR 32838,Tortilla Granos Enteros 10p 275g,8
32841,Tortilla Hna Chihuahua 10p535g SP MTA DH 32841,Tortilla Hna Chihuahua 10p535g,8
32842,Deliciosas Chochitos 160g SP LAR 32842,Deliciosas Chochitos 160g,11
32843,Deliciosas Chochitos 160g SP MTB LAR 32843,Deliciosas Chochitos 160g,11
32845,Decanelas 5 Obleas 83g SP LAR 32845,Decanelas 5 Obleas 83g,26
32846,Decanelas 5 Obleas 83g SP MTB LAR 32846,Decanelas 5 Obleas 83g,26
32848,Deliciosas Vainilla 90g SP LAR 32848,Deliciosas Vainilla 90g,11
32849,Deliciosas Vainilla 90g SP MTA LAR 32849,Deliciosas Vainilla 90g,11
32850,Deliciosas Vainilla 90g SP TAB LAR 32850,Deliciosas Vainilla 90g,11
32851,Deliciosas Chocolate 160g SP LAR 32851,Deliciosas Chocolate 160g,13
32852,Deliciosas Chocolate 160g SP MTA LAR 32852,Deliciosas Chocolate 160g,13
32854,Deliciosas Vainilla 160g LAR 32854,Deliciosas Vainilla 160g,11
32855,Deliciosas Vainilla 160g MTA LAR 32855,Deliciosas Vainilla 160g,11
32857,Deliciosas Vainilla 380g SP LAR 32857,Deliciosas Vainilla 380g,11
32858,Deliciosas Vainilla 380g SP MTA LAR 32858,Deliciosas Vainilla 380g,11
32860,Chocochispas 80g SP LAR 32860,Chocochispas 80g,29
32861,Chocochispas 80g SP MTA LAR 32861,Chocochispas 80g,29
32862,Chocochispas 80g SP TAB LAR 32862,Chocochispas 80g,29
32863,Chocochispas 170g Prom LAR 32863,Chocochispas 170g,29
32864,Chocochispas 170g Prom MTA LAR 32864,Chocochispas 170g,29
32869,Canapinas 115g SP LAR 32869,Canapinas 115g,23
32870,Canapinas 115g SP MTA LAR 32870,Canapinas 115g,23
32871,Canapinas 115g SP TAB LAR 32871,Canapinas 115g,23
32872,Canapinas 140g SP LAR 32872,Canapinas 140g,23
32873,Canapinas 140g SP MTA LAR 32873,Canapinas 140g,23
32884,Deliciosas Chochitos 160g SP CU LAR 32884,Deliciosas Chochitos 160g,11
32885,Thins Multigrano 340g TAB ORO 32885,Thins Multigrano 340g,20
32886,Thins Fibra Granos Enteros 340g TAB ORO 32886,Thins Fibra Granos Enteros 340g,20
32891,Bolsa Surtido Rico 280g GBI 32891,Bolsa Surtido Rico 280g,28
32894,Salmas 48p 864g CUB SAN 32894,Salmas 48p 864g,17
32931,Tubix 4p 33g Cj CU MLA 32931,Tubix 4p 33g,14
32932,Tubo Galleta Gansito 172g MLA 32932,Tubo Galleta Gansito 172g,30
32933,Lors 10p 98g MLA 32933,Lors 10p 98g,15
32934,Lors 10p 98g MTB MLA 32934,Lors 10p 98g,15
32935,Lors 10p 98g TAB MLA 32935,Lors 10p 98g,15
32936,Plativolos 10p 92g MLA 32936,Plativolos 10p 92g,15
32937,Plativolos 10p 92g MTB MLA 32937,Plativolos 10p 92g,15
32938,Plativolos 10p 92g TAB MLA 32938,Plativolos 10p 92g,15
32939,Principe Choc Bco 10p 110g Prom MLA 32939,Principe Choc Bco 10p 110g,12
32940,Principe Choc Bco 10p 110g Prom MTB MLA 32940,Principe Choc Bco 10p 110g,12
32941,Principe Choc Bco 10p 110g Prom TAB MLA 32941,Principe Choc Bco 10p 110g,12
32942,Tostada Clasica DIF 216g CJM SAN 32942,Tostada Clasica DIF 216g,4
32952,Mi Gansito 5p 125g ME MLA 32952,Mi Gansito 5p 125g,19
32953,Mi Gansito 5p 125g ME MTA MLA 32953,Mi Gansito 5p 125g,19
32954,Mi Gansito 5p 125g ME TAB MLA 32954,Mi Gansito 5p 125g,19
32956,Mi Gansito Doble Choc 5p 125g ME MTA MLA 32956,Mi Gansito Doble Choc 5p 125g,19
32958,Mi Chocorol 6p 180g ME MLA 32958,Mi Chocorol 6p 180g,11
32959,Mi Chocorol 6p 180g ME MTA MLA 32959,Mi Chocorol 6p 180g,11
32960,Mi Chocorol 6p 180g ME TAB MLA 32960,Mi Chocorol 6p 180g,11
32961,Mi Pinguino 6p 180g ME MLA 32961,Mi Pinguino 6p 180g,18
32962,Mi Pinguino 6p 180g ME MTB MLA 32962,Mi Pinguino 6p 180g,18
32963,Mi Pinguino 6p 180g ME TAB MLA 32963,Mi Pinguino 6p 180g,18
32965,Mi Submarino Fresa 6p 150g ME MTA MLA 32965,Mi Submarino Fresa 6p 150g,10
32967,Mi Rollo 6p 180g ME MLA 32967,Mi Rollo 6p 180g,11
32974,Mi Gansito 10p 250g Cj MLA 32974,Mi Gansito 10p 250g,19
32975,Mi Gansito 10p 250g Cj MTA MLA 32975,Mi Gansito 10p 250g,19
32978,Mi Gansito Doble Cho 10p 250g Cj MTA MLA 32978,Mi Gansito Doble Cho 10p 250g,19
32980,Mi Chocorol 10p 300g Cj MLA 32980,Mi Chocorol 10p 300g,15
32981,Mi Chocorol 10p 300g Cj MTA MLA 32981,Mi Chocorol 10p 300g,15
32983,Mi Pinguino 10p 300g Cj MLA 32983,Mi Pinguino 10p 300g,15
32984,Mi Pinguino 10p 300g Cj MTA MLA 32984,Mi Pinguino 10p 300g,15
32997,Agua Ciel Toronja 600ml CC 32997,Agua Ciel Toronja 600ml,17
32999,Sandwich Integral Cong 112g Prom CU LON 32999,Sandwich Integral Cong 112g,1
33004,Principe Crunch 8p 60g Cj CU MLA 33004,Principe Crunch 8p 60g,12
33011,Tostada Maiz Azul 200g CU SAN 33011,Tostada Maiz Azul 200g,4
33021,Bombonete SnValentin 3p 55g Prom MLA 33021,Bombonete SnValentin 3p 55g,14
33030,Sandwich Bco Jamon Cong 90g CU LON 33030,Sandwich Bco Jamon Cong 90g,24
33033,Cuernito Jamon y Queso Cong 80g CU LON 33033,Cuernito Jamon y Queso Cong 80g,2
33043,Triki Chispas 12 KC 480g MLA 33043,Triki Chispas 12 KC 480g,7
33047,Mini Doraditas 4p 60g TR 33047,Mini Doraditas 4p 60g,23
33048,Mini Doraditas 4p 60g MTB TR 33048,Mini Doraditas 4p 60g,23
33053,Leche Gansito Choc Expendio 200ml MLA 33053,Leche Gansito Choc Expendio 200ml,19
33054,Bimbollos Extra 6p 480g Prom MTA BIM 33054,Bimbollos Extra 6p 480g,9
33068,Tortilla Granos Enteros 10p 275g TR 33068,Tortilla Granos Enteros 10p 275g,8
33074,Agua Ciel Toronja 600ml Prom CC 33074,Agua Ciel Toronja 600ml,17
33114,Plativolos 10p 92g CU MLA 33114,Plativolos 10p 92g,15
33175,Submarinos Zarzamoras Crema 114g MLA 33175,Submarinos Zarzamoras Crema 114g,10
33185,Salmas Duo 36g CJM SAN 33185,Salmas Duo 36g,25
33188,Tortillas de Harina SP 18p 630g DH 33188,Tortillas de Harina SP 18p 630g,8
33189,Panera Donas Azucar 12p 630g BIM 33189,Panera Donas Azucar 12p 630g,27
33190,Charola Donita Espolv 15p 787 5g BIM 33190,Charola Donita Espolv 15p 787 5g,23
33191,Charola Mantecadas 10p 625g BIM 33191,Charola Mantecadas 10p 625g,14
33192,Tortilla Harina FSL 11p 286g MTA DH 33192,Tortilla Harina FSL 11p 286g,8
33196,Tortilla Harina FSL SP 11p 286g DH 33196,Tortilla Harina FSL SP 11p 286g,8
33198,Bollo Angus McDonalds 40p 2880g BIM 33198,Bollo Angus McDonalds 40p 2880g,17
33204,Triki Trake Choc Tub 20p 174g SP MLA 33204,Triki Trake Choc Tub 20p 174g,7
33205,Triki Trake Choc Tub 20p 174g SP MTB MLA 33205,Triki Trake Choc Tub 20p 174g,7
33207,Lors Snack 75g MLA 33207,Lors Snack 75g,6
33208,Lors Snack 75g MTB MLA 33208,Lors Snack 75g,6
33241,Dutch Country Avena 400g WON 33241,Dutch Country Avena 400g,14
33242,Dutch Country Super Pan Bco 400g WON 33242,Dutch Country Super Pan Bco 400g,1
33243,Dutch Country 100pct Ajonjo 400g WON 33243,Dutch Country 100pct Ajonjo 400g,14
33244,Surtido Rico 220g CU MLA 33244,Surtido Rico 220g,28
33245,Surtido Rico Kc 440g CU MLA 33245,Surtido Rico Kc 440g,28
33246,Surtido Rico Kc 660g CU MLA 33246,Surtido Rico Kc 660g,28
33254,Paleton Two Pack 50g LC 33254,Paleton Two Pack 50g,19
33260,Panera Donas Azucar 12p 630g MTA BIM 33260,Panera Donas Azucar 12p 630g,27
33261,Charola Donita Espolv 15p 787 5g MTA BIM 33261,Charola Donita Espolv 15p 787 5g,23
33262,Charola Mantecadas 10p 625g MTA BIM 33262,Charola Mantecadas 10p 625g,14
33263,Charola Mantecadas 10p 625g TAB BIM 33263,Charola Mantecadas 10p 625g,14
33264,Charola Nito 15p 930g BIM 33264,Charola Nito 15p 930g,19
33265,Charola Nito 15p 930g MTA BIM 33265,Charola Nito 15p 930g,19
33266,Charola Panquecitos Got 12p 840g BIM 33266,Charola Panquecitos Got 12p 840g,27
33267,Charola Panquecitos Got 12p 840g MTA BIM 33267,Charola Panquecitos Got 12p 840g,27
33286,Salmas Duo 36g TBE SAN 33286,Salmas Duo 36g,25
33292,Burrito Chicharron Sals Vde 90g CU LON 33292,Burrito Chicharron Sals Vde 90g,9
33294,Burrito Des Res Salsa Roja 90g CU LON 33294,Burrito Des Res Salsa Roja 90g,9
33295,Burrito Asado Puerco 90g CU LON 33295,Burrito Asado Puerco 90g,9
33297,Triki Chispas 60g MLA 33297,Triki Chispas 60g,7
33298,Triki Chispas 60g MTA MLA 33298,Triki Chispas 60g,7
33300,Medias Noches 10p 430g BIM 33300,Medias Noches 10p 430g,20
33302,Bolsa Minibimbunuelos 500g MTA BIM 33302,Bolsa Minibimbunuelos 500g,5
33329,Rocks 6p 45g SP MTB MLA 33329,Rocks 6p 45g,23
33334,Costalito Surtido Rico 1200g GBI 33334,Costalito Surtido Rico 1200g,28
33342,Cuernito Jamon y Queso Cong 80g CU LON 33342,Cuernito Jamon y Queso Cong 80g,2
33353,Principe Crunch 8p 60g Cj MTA MLA 33353,Principe Crunch 8p 60g,12
33359,Bolsita Surtido Rico 160g Tira CU GBI 33359,Bolsita Surtido Rico 160g,28
33366,Barri Frut Fresa 37g SP Cj CU BIM 33366,Barri Frut Fresa 37g,10
33370,Tortilla Harina 8p 220g DH 33370,Tortilla Harina 8p 220g,8
33381,Totopos de Maiz 850g CJM SAN 33381,Totopos de Maiz 850g,5
33382,Totopos de Maiz 200g CJM SAN 33382,Totopos de Maiz 200g,5
33426,Surtido Besos 375g GBI 33426,Surtido Besos 375g,28
33429,Surtido Mini Orejitas 375g GBI 33429,Surtido Mini Orejitas 375g,28
33432,Tartaletas Fresa y Durazno 375g GBI 33432,Tartaletas Fresa y Durazno 375g,10
33643,Besos Nuez 375g GBI 33643,Besos Nuez 375g,14
33647,Surtido Orejitas 340g GBI 33647,Surtido Orejitas 340g,28
33648,Besos Nuez 340g GBI 33648,Besos Nuez 340g,14
33649,Chispas de Chocolate 340g GBI 33649,Chispas de Chocolate 340g,13
33657,Deliciosas Betunadas 180g CU LAR 33657,Deliciosas Betunadas 180g,11
33663,Bran Frut Dual 48g BIM 33663,Bran Frut Dual 48g,3
33664,Bran Frut Dual 6p 240g Cj MTA BIM 33664,Bran Frut Dual 6p 240g,3
33671,Lors Tubo 167g MLA 33671,Lors Tubo 167g,6
33672,Lors Tubo 167g MTB MLA 33672,Lors Tubo 167g,6
33673,Lors Tubo 167g TAB MLA 33673,Lors Tubo 167g,6
33678,Dutch Country Avena 400g MTA WON 33678,Dutch Country Avena 400g,14
33679,Dutch Country Avena 400g TAB WON 33679,Dutch Country Avena 400g,14
